law,gains,mode,condition,phase,T_rms,T_max,O_rms,O_max,exi_rms,tau_rms,tau_max,gF_mean,gF_max,d_hat_rms,d_hat_max,V_ss,V_peak,t_peak,t_conv,V_weight,d_hat_inf,exi_rms_run,rms_bound_5_7,rms_margin,sat_steps,gov_steps,n_steps,runtime_mean_ms,runtime_max_ms
tndq,base,load,none,lift,1.196928e-02,1.868501e-02,1.417893e-02,2.494709e-02,7.260213e-02,3.210205e+01,3.435767e+01,2.058718e+00,2.459429e+00,,,2.420254e-02,3.685073e-02,6.750000e+00,0.000000e+00,base k_p=16,,,,,0,3,4500,9.211363e+00,1.553073e+01
tndq,base,load,none,retreat,1.220294e-02,1.762862e-02,1.524359e-02,2.245683e-02,6.645935e-02,3.223566e+01,3.660320e+01,2.568254e+00,4.029915e+00,,,2.420254e-02,3.685073e-02,6.750000e+00,0.000000e+00,base k_p=16,,,,,0,3,4500,9.211363e+00,1.553073e+01
tndq,base,load,none,transit,2.681772e-02,4.658552e-02,1.388712e-02,2.351706e-02,1.145404e-01,2.345015e+01,2.914243e+01,2.493828e+00,6.952079e+00,,,2.420254e-02,3.685073e-02,6.750000e+00,0.000000e+00,base k_p=16,,,,,0,3,4500,9.211363e+00,1.553073e+01
tndq,base,load,none,descend2,1.929941e-02,2.208218e-02,3.752999e-02,4.531599e-02,3.113239e-02,2.013579e+01,2.125242e+01,2.454284e+00,2.497218e+00,,,2.420254e-02,3.685073e-02,6.750000e+00,0.000000e+00,base k_p=16,,,,,0,3,4500,9.211363e+00,1.553073e+01
tndq,base,load,none,circle,1.585757e-02,1.737905e-02,5.213836e-02,5.301442e-02,6.755795e-03,2.150230e+01,2.498155e+01,2.452594e+00,2.457215e+00,,,2.420254e-02,3.685073e-02,6.750000e+00,0.000000e+00,base k_p=16,,,,,0,3,4500,9.211363e+00,1.553073e+01
tndq,base,load,none,circle-ss,1.582018e-02,1.644950e-02,5.262262e-02,5.301442e-02,6.413108e-03,2.108418e+01,2.496932e+01,2.452297e+00,2.453964e+00,,,2.420254e-02,3.685073e-02,6.750000e+00,0.000000e+00,base k_p=16,,,,,0,3,4500,9.211363e+00,1.553073e+01
tndq,tuned,noload,none,descend,1.511904e-04,3.220582e-04,1.824820e-04,7.197907e-04,2.759138e-03,3.143564e+01,3.232464e+01,0.000000e+00,0.000000e+00,1.888141e-01,1.186853e+00,2.195977e-07,7.735921e-05,5.000000e-02,5.300000e+00,base k_p=16,1.186853e+00,8.408732e-04,4.945221e-02,5.881055e+01,0,0,4500,8.934574e+00,1.409492e+01
tndq,tuned,noload,none,hold,1.549700e-04,1.564353e-04,9.778016e-05,1.009345e-04,3.448693e-05,3.119953e+01,3.119975e+01,0.000000e+00,0.000000e+00,1.994781e-02,2.074829e-02,2.195977e-07,7.735921e-05,5.000000e-02,5.300000e+00,base k_p=16,1.186853e+00,8.408732e-04,4.945221e-02,5.881055e+01,0,0,4500,8.934574e+00,1.409492e+01
tndq,tuned,noload,none,lift,1.541853e-04,1.708487e-04,9.777832e-05,1.036178e-04,9.488615e-05,3.141510e+01,3.152730e+01,0.000000e+00,0.000000e+00,1.957874e-02,2.174888e-02,2.195977e-07,7.735921e-05,5.000000e-02,5.300000e+00,base k_p=16,1.186853e+00,8.408732e-04,4.945221e-02,5.881055e+01,0,0,4500,8.934574e+00,1.409492e+01
tndq,tuned,noload,none,retreat,1.407924e-04,2.316904e-04,9.220861e-05,1.004783e-04,2.845342e-04,2.909660e+01,3.387635e+01,0.000000e+00,0.000000e+00,2.171562e-02,5.441399e-02,2.195977e-07,7.735921e-05,5.000000e-02,5.300000e+00,base k_p=16,1.186853e+00,8.408732e-04,4.945221e-02,5.881055e+01,0,0,4500,8.934574e+00,1.409492e+01
tndq,tuned,noload,none,transit,1.413953e-04,2.533133e-04,8.424539e-05,9.952135e-05,2.850545e-04,2.169255e+01,2.651311e+01,0.000000e+00,0.000000e+00,2.105983e-02,7.412517e-02,2.195977e-07,7.735921e-05,5.000000e-02,5.300000e+00,base k_p=16,1.186853e+00,8.408732e-04,4.945221e-02,5.881055e+01,0,0,4500,8.934574e+00,1.409492e+01
tndq,tuned,noload,none,descend2,1.541945e-04,2.070122e-04,7.973783e-05,9.735882e-05,2.325635e-04,1.774128e+01,1.856808e+01,0.000000e+00,0.000000e+00,1.724030e-02,2.027474e-02,2.195977e-07,7.735921e-05,5.000000e-02,5.300000e+00,base k_p=16,1.186853e+00,8.408732e-04,4.945221e-02,5.881055e+01,0,0,4500,8.934574e+00,1.409492e+01
tndq,tuned,noload,none,circle,1.367846e-04,1.913500e-04,8.723995e-05,9.842273e-05,1.625405e-04,1.836088e+01,2.061183e+01,0.000000e+00,0.000000e+00,1.742652e-02,2.027159e-02,2.195977e-07,7.735921e-05,5.000000e-02,5.300000e+00,base k_p=16,1.186853e+00,8.408732e-04,4.945221e-02,5.881055e+01,0,0,4500,8.934574e+00,1.409492e+01
tndq,tuned,noload,none,circle-ss,1.355494e-04,1.748660e-04,8.695436e-05,9.821291e-05,1.531757e-04,1.810939e+01,2.056672e+01,0.000000e+00,0.000000e+00,1.737230e-02,1.806942e-02,2.195977e-07,7.735921e-05,5.000000e-02,5.300000e+00,base k_p=16,1.186853e+00,8.408732e-04,4.945221e-02,5.881055e+01,0,0,4500,8.934574e+00,1.409492e+01
tndq,tuned,noload,highspeed,descend,1.511904e-04,3.220582e-04,1.824820e-04,7.197907e-04,2.759138e-03,3.143564e+01,3.232464e+01,0.000000e+00,0.000000e+00,1.888141e-01,1.186853e+00,9.550607e-07,7.735921e-05,5.000000e-02,0.000000e+00,base k_p=16,1.186853e+00,9.828892e-04,4.945221e-02,5.031311e+01,0,0,4500,9.187827e+00,1.432616e+01
tndq,tuned,noload,highspeed,hold,1.549700e-04,1.564353e-04,9.778016e-05,1.009345e-04,3.448693e-05,3.119953e+01,3.119975e+01,0.000000e+00,0.000000e+00,1.994781e-02,2.074829e-02,9.550607e-07,7.735921e-05,5.000000e-02,0.000000e+00,base k_p=16,1.186853e+00,9.828892e-04,4.945221e-02,5.031311e+01,0,0,4500,9.187827e+00,1.432616e+01
tndq,tuned,noload,highspeed,lift,1.541853e-04,1.708487e-04,9.777832e-05,1.036178e-04,9.488615e-05,3.141510e+01,3.152730e+01,0.000000e+00,0.000000e+00,1.957874e-02,2.174888e-02,9.550607e-07,7.735921e-05,5.000000e-02,0.000000e+00,base k_p=16,1.186853e+00,9.828892e-04,4.945221e-02,5.031311e+01,0,0,4500,9.187827e+00,1.432616e+01
tndq,tuned,noload,highspeed,retreat,1.407924e-04,2.316904e-04,9.220861e-05,1.004783e-04,2.845342e-04,2.909660e+01,3.387635e+01,0.000000e+00,0.000000e+00,2.171562e-02,5.441399e-02,9.550607e-07,7.735921e-05,5.000000e-02,0.000000e+00,base k_p=16,1.186853e+00,9.828892e-04,4.945221e-02,5.031311e+01,0,0,4500,9.187827e+00,1.432616e+01
tndq,tuned,noload,highspeed,transit,1.413953e-04,2.533133e-04,8.424539e-05,9.952135e-05,2.850545e-04,2.169255e+01,2.651311e+01,0.000000e+00,0.000000e+00,2.105983e-02,7.412517e-02,9.550607e-07,7.735921e-05,5.000000e-02,0.000000e+00,base k_p=16,1.186853e+00,9.828892e-04,4.945221e-02,5.031311e+01,0,0,4500,9.187827e+00,1.432616e+01
tndq,tuned,noload,highspeed,descend2,1.541945e-04,2.070122e-04,7.973783e-05,9.735882e-05,2.325635e-04,1.774128e+01,1.856808e+01,0.000000e+00,0.000000e+00,1.724030e-02,2.027474e-02,9.550607e-07,7.735921e-05,5.000000e-02,0.000000e+00,base k_p=16,1.186853e+00,9.828892e-04,4.945221e-02,5.031311e+01,0,0,4500,9.187827e+00,1.432616e+01
tndq,tuned,noload,highspeed,circle,2.680651e-04,4.035387e-04,8.994444e-05,1.199884e-04,6.889809e-04,1.877992e+01,2.136921e+01,0.000000e+00,0.000000e+00,1.890454e-02,2.352477e-02,9.550607e-07,7.735921e-05,5.000000e-02,0.000000e+00,base k_p=16,1.186853e+00,9.828892e-04,4.945221e-02,5.031311e+01,0,0,4500,9.187827e+00,1.432616e+01
tndq,tuned,noload,highspeed,circle-ss,2.716079e-04,4.035387e-04,8.954255e-05,1.195586e-04,7.194231e-04,1.891654e+01,2.136921e+01,0.000000e+00,0.000000e+00,1.889157e-02,2.286833e-02,9.550607e-07,7.735921e-05,5.000000e-02,0.000000e+00,base k_p=16,1.186853e+00,9.828892e-04,4.945221e-02,5.031311e+01,0,0,4500,9.187827e+00,1.432616e+01
tndq,tuned,noload,fast-transit,descend,1.511904e-04,3.220582e-04,1.824820e-04,7.197907e-04,2.759138e-03,3.143564e+01,3.232464e+01,0.000000e+00,0.000000e+00,1.888141e-01,1.186853e+00,2.183003e-07,7.735921e-05,5.000000e-02,3.950000e+00,base k_p=16,1.186853e+00,8.924801e-04,4.945221e-02,5.540988e+01,0,0,4500,9.047170e+00,1.396381e+01
tndq,tuned,noload,fast-transit,hold,1.549700e-04,1.564353e-04,9.778016e-05,1.009345e-04,3.448693e-05,3.119953e+01,3.119975e+01,0.000000e+00,0.000000e+00,1.994781e-02,2.074829e-02,2.183003e-07,7.735921e-05,5.000000e-02,3.950000e+00,base k_p=16,1.186853e+00,8.924801e-04,4.945221e-02,5.540988e+01,0,0,4500,9.047170e+00,1.396381e+01
tndq,tuned,noload,fast-transit,lift,1.596809e-04,1.905620e-04,1.052272e-04,1.169915e-04,2.753761e-04,3.143026e+01,3.205524e+01,0.000000e+00,0.000000e+00,2.021939e-02,2.798628e-02,2.183003e-07,7.735921e-05,5.000000e-02,3.950000e+00,base k_p=16,1.186853e+00,8.924801e-04,4.945221e-02,5.540988e+01,0,0,4500,9.047170e+00,1.396381e+01
tndq,tuned,noload,fast-transit,retreat,1.789941e-04,2.340998e-04,8.894262e-05,1.092515e-04,1.064009e-03,3.052132e+01,4.082410e+01,0.000000e+00,0.000000e+00,6.928628e-02,2.077965e-01,2.183003e-07,7.735921e-05,5.000000e-02,3.950000e+00,base k_p=16,1.186853e+00,8.924801e-04,4.945221e-02,5.540988e+01,0,0,4500,9.047170e+00,1.396381e+01
tndq,tuned,noload,fast-transit,transit,1.863738e-04,3.582736e-04,9.225795e-05,1.519651e-04,1.050048e-03,2.259619e+01,2.917876e+01,0.000000e+00,0.000000e+00,7.316718e-02,3.159666e-01,2.183003e-07,7.735921e-05,5.000000e-02,3.950000e+00,base k_p=16,1.186853e+00,8.924801e-04,4.945221e-02,5.540988e+01,0,0,4500,9.047170e+00,1.396381e+01
tndq,tuned,noload,fast-transit,descend2,2.530011e-04,3.726708e-04,6.778195e-05,1.022048e-04,7.997842e-04,1.779604e+01,2.041638e+01,0.000000e+00,0.000000e+00,2.740765e-02,6.565665e-02,2.183003e-07,7.735921e-05,5.000000e-02,3.950000e+00,base k_p=16,1.186853e+00,8.924801e-04,4.945221e-02,5.540988e+01,0,0,4500,9.047170e+00,1.396381e+01
tndq,tuned,noload,fast-transit,circle,1.351687e-04,2.634119e-04,8.746388e-05,1.133249e-04,1.748175e-04,1.859105e+01,2.060790e+01,0.000000e+00,0.000000e+00,1.752925e-02,3.031697e-02,2.183003e-07,7.735921e-05,5.000000e-02,3.950000e+00,base k_p=16,1.186853e+00,8.924801e-04,4.945221e-02,5.540988e+01,0,0,4500,9.047170e+00,1.396381e+01
tndq,tuned,noload,fast-transit,circle-ss,1.313110e-04,1.748660e-04,8.666190e-05,9.821291e-05,1.468439e-04,1.845545e+01,2.056672e+01,0.000000e+00,0.000000e+00,1.743736e-02,1.806964e-02,2.183003e-07,7.735921e-05,5.000000e-02,3.950000e+00,base k_p=16,1.186853e+00,8.924801e-04,4.945221e-02,5.540988e+01,0,0,4500,9.047170e+00,1.396381e+01
tndq,tuned,noload,noise,descend,1.497307e-04,3.450750e-04,1.968971e-04,7.643962e-04,4.623233e-03,3.144318e+01,3.242496e+01,0.000000e+00,0.000000e+00,3.788569e-01,1.651412e+00,4.937600e-06,1.452000e-04,5.000000e-02,1.960000e+01,base k_p=16,1.651412e+00,3.217109e-03,6.880884e-02,2.138841e+01,0,0,4500,9.206673e+00,1.453931e+01
tndq,tuned,noload,noise,hold,1.180757e-04,2.098415e-04,1.224853e-04,1.942496e-04,3.157569e-03,3.120861e+01,3.146687e+01,0.000000e+00,0.000000e+00,2.921265e-01,5.015306e-01,4.937600e-06,1.452000e-04,5.000000e-02,1.960000e+01,base k_p=16,1.651412e+00,3.217109e-03,6.880884e-02,2.138841e+01,0,0,4500,9.206673e+00,1.453931e+01
tndq,tuned,noload,noise,lift,1.806851e-04,2.846332e-04,1.334606e-04,2.003819e-04,3.138409e-03,3.139303e+01,3.162592e+01,0.000000e+00,0.000000e+00,3.016408e-01,5.356318e-01,4.937600e-06,1.452000e-04,5.000000e-02,1.960000e+01,base k_p=16,1.651412e+00,3.217109e-03,6.880884e-02,2.138841e+01,0,0,4500,9.206673e+00,1.453931e+01
tndq,tuned,noload,noise,retreat,1.377155e-04,2.561767e-04,1.071499e-04,1.668478e-04,3.129925e-03,2.909326e+01,3.402323e+01,0.000000e+00,0.000000e+00,2.962828e-01,4.423027e-01,4.937600e-06,1.452000e-04,5.000000e-02,1.960000e+01,base k_p=16,1.651412e+00,3.217109e-03,6.880884e-02,2.138841e+01,0,0,4500,9.206673e+00,1.453931e+01
tndq,tuned,noload,noise,transit,1.639146e-04,4.159417e-04,1.069847e-04,2.233393e-04,2.757288e-03,2.168365e+01,2.647480e+01,0.000000e+00,0.000000e+00,2.690814e-01,4.630722e-01,4.937600e-06,1.452000e-04,5.000000e-02,1.960000e+01,base k_p=16,1.651412e+00,3.217109e-03,6.880884e-02,2.138841e+01,0,0,4500,9.206673e+00,1.453931e+01
tndq,tuned,noload,noise,descend2,1.723357e-04,2.734035e-04,1.083789e-04,1.691117e-04,3.127210e-03,1.774574e+01,1.853972e+01,0.000000e+00,0.000000e+00,2.929354e-01,6.560401e-01,4.937600e-06,1.452000e-04,5.000000e-02,1.960000e+01,base k_p=16,1.651412e+00,3.217109e-03,6.880884e-02,2.138841e+01,0,0,4500,9.206673e+00,1.453931e+01
tndq,tuned,noload,noise,circle,1.598030e-04,3.101395e-04,1.164382e-04,1.932707e-04,3.047333e-03,1.836590e+01,2.068941e+01,0.000000e+00,0.000000e+00,2.851321e-01,7.063538e-01,4.937600e-06,1.452000e-04,5.000000e-02,1.960000e+01,base k_p=16,1.651412e+00,3.217109e-03,6.880884e-02,2.138841e+01,0,0,4500,9.206673e+00,1.453931e+01
tndq,tuned,noload,noise,circle-ss,1.567727e-04,2.832258e-04,1.164190e-04,1.932707e-04,3.052103e-03,1.811114e+01,2.060685e+01,0.000000e+00,0.000000e+00,2.847764e-01,6.274111e-01,4.937600e-06,1.452000e-04,5.000000e-02,1.960000e+01,base k_p=16,1.651412e+00,3.217109e-03,6.880884e-02,2.138841e+01,0,0,4500,9.206673e+00,1.453931e+01
tndq,tuned,noload,coarse-dt,descend,1.377193e-04,1.446866e-04,1.690751e-04,4.748148e-04,1.156568e-03,3.140280e+01,3.173471e+01,0.000000e+00,0.000000e+00,2.221520e-02,5.042790e-02,2.343901e-07,8.591381e-06,1.500000e-01,5.500000e+00,base k_p=16,5.042790e-02,4.020946e-04,2.101163e-03,5.225543e+00,0,0,4500,9.199903e+00,1.408644e+01
tndq,tuned,noload,coarse-dt,hold,1.534431e-04,1.563831e-04,9.743050e-05,9.932343e-05,4.073464e-05,3.119941e+01,3.119984e+01,0.000000e+00,0.000000e+00,1.993167e-02,2.001227e-02,2.343901e-07,8.591381e-06,1.500000e-01,5.500000e+00,base k_p=16,5.042790e-02,4.020946e-04,2.101163e-03,5.225543e+00,0,0,4500,9.199903e+00,1.408644e+01
tndq,tuned,noload,coarse-dt,lift,1.647237e-04,1.790856e-04,1.006696e-04,1.060049e-04,9.020527e-05,3.142691e+01,3.152826e+01,0.000000e+00,0.000000e+00,2.055802e-02,2.192449e-02,2.343901e-07,8.591381e-06,1.500000e-01,5.500000e+00,base k_p=16,5.042790e-02,4.020946e-04,2.101163e-03,5.225543e+00,0,0,4500,9.199903e+00,1.408644e+01
tndq,tuned,noload,coarse-dt,retreat,1.313833e-04,2.070125e-04,8.424612e-05,9.235426e-05,2.768045e-04,2.914431e+01,3.362240e+01,0.000000e+00,0.000000e+00,1.596320e-02,1.648947e-02,2.343901e-07,8.591381e-06,1.500000e-01,5.500000e+00,base k_p=16,5.042790e-02,4.020946e-04,2.101163e-03,5.225543e+00,0,0,4500,9.199903e+00,1.408644e+01
tndq,tuned,noload,coarse-dt,transit,1.358348e-04,2.013720e-04,8.260910e-05,9.295143e-05,2.646835e-04,2.165649e+01,2.629434e+01,0.000000e+00,0.000000e+00,1.741747e-02,1.884007e-02,2.343901e-07,8.591381e-06,1.500000e-01,5.500000e+00,base k_p=16,5.042790e-02,4.020946e-04,2.101163e-03,5.225543e+00,0,0,4500,9.199903e+00,1.408644e+01
tndq,tuned,noload,coarse-dt,descend2,1.599076e-04,2.255367e-04,7.908841e-05,9.658069e-05,3.044975e-04,1.778600e+01,1.856911e+01,0.000000e+00,0.000000e+00,1.742170e-02,2.031780e-02,2.343901e-07,8.591381e-06,1.500000e-01,5.500000e+00,base k_p=16,5.042790e-02,4.020946e-04,2.101163e-03,5.225543e+00,0,0,4500,9.199903e+00,1.408644e+01
tndq,tuned,noload,coarse-dt,circle,1.370700e-04,1.892741e-04,9.100382e-05,1.003247e-04,1.886065e-04,1.835980e+01,2.059064e+01,0.000000e+00,0.000000e+00,1.809559e-02,2.005354e-02,2.343901e-07,8.591381e-06,1.500000e-01,5.500000e+00,base k_p=16,5.042790e-02,4.020946e-04,2.101163e-03,5.225543e+00,0,0,4500,9.199903e+00,1.408644e+01
tndq,tuned,noload,coarse-dt,circle-ss,1.358999e-04,1.697302e-04,9.167025e-05,1.003247e-04,1.791008e-04,1.810398e+01,2.056693e+01,0.000000e+00,0.000000e+00,1.808786e-02,2.005354e-02,2.343901e-07,8.591381e-06,1.500000e-01,5.500000e+00,base k_p=16,5.042790e-02,4.020946e-04,2.101163e-03,5.225543e+00,0,0,4500,9.199903e+00,1.408644e+01
tndq,tuned,load,none,descend,1.511904e-04,3.220582e-04,1.824820e-04,7.197907e-04,2.759138e-03,3.143564e+01,3.232464e+01,0.000000e+00,0.000000e+00,1.888141e-01,1.186853e+00,3.357352e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.388988e-02,1.474828e-01,1.061800e+01,0,0,4500,9.105906e+00,1.558345e+01
tndq,tuned,load,none,hold,6.782325e-03,1.051451e-02,7.774161e-03,1.210140e-02,4.390028e-02,2.733469e+01,3.119956e+01,1.371660e+01,2.191549e+02,1.545616e+00,3.539587e+00,3.357352e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.388988e-02,1.474828e-01,1.061800e+01,0,0,4500,9.105906e+00,1.558345e+01
tndq,tuned,load,none,lift,5.757505e-03,1.051645e-02,6.324123e-03,1.210716e-02,3.064507e-02,3.130296e+01,3.321714e+01,3.777049e+00,1.324891e+01,9.369625e-01,2.115822e+00,3.357352e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.388988e-02,1.474828e-01,1.061800e+01,0,0,4500,9.105906e+00,1.558345e+01
tndq,tuned,load,none,retreat,4.146292e-03,4.750671e-03,3.909205e-03,4.331086e-03,2.780347e-03,3.058943e+01,3.541918e+01,2.453272e+00,2.456139e+00,7.451149e-01,8.598418e-01,3.357352e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.388988e-02,1.474828e-01,1.061800e+01,0,0,4500,9.105906e+00,1.558345e+01
tndq,tuned,load,none,transit,4.638237e-03,4.989238e-03,4.132101e-03,4.383580e-03,1.766705e-03,2.297292e+01,2.792454e+01,2.452791e+00,2.464380e+00,7.620401e-01,8.612862e-01,3.357352e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.388988e-02,1.474828e-01,1.061800e+01,0,0,4500,9.105906e+00,1.558345e+01
tndq,tuned,load,none,descend2,4.847145e-03,5.000060e-03,4.211925e-03,4.352957e-03,8.508479e-04,1.886805e+01,1.970759e+01,2.452593e+00,2.496182e+00,7.780490e-01,8.158015e-01,3.357352e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.388988e-02,1.474828e-01,1.061800e+01,0,0,4500,9.105906e+00,1.558345e+01
tndq,tuned,load,none,circle,4.851619e-03,4.987057e-03,4.273874e-03,4.437429e-03,9.231709e-04,1.947804e+01,2.186471e+01,2.452574e+00,2.453789e+00,7.866465e-01,8.229702e-01,3.357352e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.388988e-02,1.474828e-01,1.061800e+01,0,0,4500,9.105906e+00,1.558345e+01
tndq,tuned,load,none,circle-ss,4.858745e-03,4.920148e-03,4.269669e-03,4.299350e-03,9.398918e-04,1.920401e+01,2.182842e+01,2.452535e+00,2.452606e+00,7.869686e-01,7.931213e-01,3.357352e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.388988e-02,1.474828e-01,1.061800e+01,0,0,4500,9.105906e+00,1.558345e+01
tndq,tuned,load,highspeed,descend,1.511904e-04,3.220582e-04,1.824820e-04,7.197907e-04,2.759138e-03,3.143564e+01,3.232464e+01,0.000000e+00,0.000000e+00,1.888141e-01,1.186853e+00,3.368174e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.398780e-02,1.474828e-01,1.054367e+01,0,0,4500,9.069117e+00,1.382809e+01
tndq,tuned,load,highspeed,hold,6.782325e-03,1.051451e-02,7.774161e-03,1.210140e-02,4.390028e-02,2.733469e+01,3.119956e+01,1.371660e+01,2.191549e+02,1.545616e+00,3.539587e+00,3.368174e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.398780e-02,1.474828e-01,1.054367e+01,0,0,4500,9.069117e+00,1.382809e+01
tndq,tuned,load,highspeed,lift,5.757505e-03,1.051645e-02,6.324123e-03,1.210716e-02,3.064507e-02,3.130296e+01,3.321714e+01,3.777049e+00,1.324891e+01,9.369625e-01,2.115822e+00,3.368174e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.398780e-02,1.474828e-01,1.054367e+01,0,0,4500,9.069117e+00,1.382809e+01
tndq,tuned,load,highspeed,retreat,4.146292e-03,4.750671e-03,3.909205e-03,4.331086e-03,2.780347e-03,3.058943e+01,3.541918e+01,2.453272e+00,2.456139e+00,7.451149e-01,8.598418e-01,3.368174e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.398780e-02,1.474828e-01,1.054367e+01,0,0,4500,9.069117e+00,1.382809e+01
tndq,tuned,load,highspeed,transit,4.638237e-03,4.989238e-03,4.132101e-03,4.383580e-03,1.766705e-03,2.297292e+01,2.792454e+01,2.452791e+00,2.464380e+00,7.620401e-01,8.612862e-01,3.368174e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.398780e-02,1.474828e-01,1.054367e+01,0,0,4500,9.069117e+00,1.382809e+01
tndq,tuned,load,highspeed,descend2,4.847145e-03,5.000060e-03,4.211925e-03,4.352957e-03,8.508479e-04,1.886805e+01,1.970759e+01,2.452593e+00,2.496182e+00,7.780490e-01,8.158015e-01,3.368174e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.398780e-02,1.474828e-01,1.054367e+01,0,0,4500,9.069117e+00,1.382809e+01
tndq,tuned,load,highspeed,circle,4.815632e-03,5.198749e-03,4.267965e-03,4.672830e-03,2.361607e-03,1.988836e+01,2.263309e+01,2.454245e+00,2.454933e+00,7.866921e-01,9.031323e-01,3.368174e-04,2.468873e-02,2.800000e+00,1.500000e+00,base k_p=16,3.539587e+00,1.398780e-02,1.474828e-01,1.054367e+01,0,0,4500,9.069117e+00,1.382809e+01
